,species,ln_r_mu,ln_r_sd,r_mean,r_var,dispersion,r_orig,r,r_lower_bound,r_upper_bound,r_bound_note,source,link,congener_sp,alt_species
202,Ilisha africana,0.09691722763,0.1202974137,1.109770194,0.01795249948,0.01617677207,1.109728349,,,,,,,,
203,Percophis brasiliensis,-1.362441262,0.1170406435,0.2577946334,0.0009166406986,0.003555701244,0.2577767832,,,,,,,,
204,Ariomma indica,NA,NA,NA,NA,NA,0.3384717252,,,,,,,,
205,Platycephalus indicus,-0.7645479739,0.2362688024,0.4787213898,0.01315699205,0.02748361015,0.4783124183,,,,,,,,
206,Salmo trutta,-0.2938185089,0.03462093194,0.7458586273,0.0006671920212,0.0008945287978,0.7458586018,,,,,,,,
207,Sarda chiliensis,-0.7642088213,0.1898244284,0.4741686758,0.008249316235,0.01739742977,0.4740439959,,,,,,,,
208,Pennahia argentata,-0.2318875997,0.1706548861,0.804667561,0.01913417706,0.02377898401,0.8045399221,,,,,,,,
209,Bothus pantherinus,-0.385842544,0.5377261021,0.7856311563,0.20694717,0.2634151769,0.7773578457,,,,,,,,
210,Mugil curema,-0.6611602069,0.1163036773,0.5197554148,0.003678963683,0.007078259462,0.519723121,,,,,,,,
211,Seriola rivoliana,-0.8298707069,0.5446935371,0.5058448981,0.08838051842,0.1747186119,0.5012410362,,,,,,,,
212,Trachurus lathami,-0.3599376837,0.1344046004,0.7040503641,0.009035752064,0.01283395695,0.7040325904,,,,,,,,
213,Coryphaena hippurus,-0.2310325628,0.06817604564,0.7955603449,0.002948625082,0.003706349997,0.7955550719,,,,,,,,
214,Lutjanus purpureus,-1.185051812,0.1210409558,0.307978176,0.001399876953,0.004545377114,0.3079680414,,,,,,,,
215,Diapterus auratus,0.2270012801,0.4131152153,1.366610205,0.3475504742,0.2543157317,1.358096079,,,,,,,,
216,Larimus breviceps,-0.4909075687,0.5621307549,0.7168332183,0.1909558025,0.266388049,0.7078459579,,,,,,,,
217,Mugil liza,-0.7468490254,0.1274599477,0.477722143,0.003737926642,0.007824478511,0.4776976191,,,,,,,,
218,Aphia minuta,0.5263633792,0.1008962413,1.70140334,0.02961944953,0.01740883471,1.701307534,,,,,,,,
219,Belone belone,-0.7455278019,0.1375675222,0.4789948705,0.004383383912,0.009151212636,0.4789744173,,,,,,,,
220,Epinephelus striatus,-1.341833526,0.1152470657,0.2631075006,0.0009255790763,0.003517874155,0.2631067062,,,,,,,,
221,Molva molva,-2.203375397,0.1480706701,0.1116470263,0.0002763134587,0.002474884176,0.1116295411,,,,,,,,
222,Pollachius pollachius,-0.8543335647,0.2335901269,0.4373369226,0.01072614407,0.02452604277,0.4370460711,,,,,,,,
223,Acanthocybium solandri,-0.6555410599,0.1163038138,0.5226842261,0.003720551071,0.007118162142,0.5226477186,,,,,,,,
224,Auxis thazard,-0.3560487537,0.1073343464,0.704484871,0.005750754866,0.008163063685,0.7044836831,,,,,,,,
225,Capros aper,-0.8405585977,0.1286826345,0.435056667,0.003160328989,0.007264177816,0.4350393843,,,,,,,,
226,Caranx hippos,-0.1552326035,0.1875857493,0.8714137407,0.02719643414,0.03120955393,0.8711637031,,,,,,,,
227,Cepola macrophthalma,-0.4204585951,0.1350606635,0.6627629437,0.00808614047,0.01220065266,0.6627260318,,,,,,,,
228,Chanos chanos,-0.581399009,0.1580780651,0.5661452141,0.008110290772,0.01432546027,0.5660418697,,,,,,,,
229,Ctenolabrus rupestris,-0.72320362,0.1665459164,0.4919713239,0.006807452328,0.01383709171,0.491881692,,,,,,,,
230,Dicentrarchus labrax,-0.6334296224,0.0506885809,0.5314506392,0.0007266146931,0.001367228938,0.5314516107,,,,,,,,
231,Euthynnus affinis,-0.478518704,0.1887074388,0.6308334135,0.01442656996,0.0228690644,0.6306262343,,,,,,,,
232,Euthynnus alletteratus,-1.115217665,0.1210649683,0.3302552951,0.001610360537,0.004876108152,0.3302452198,,,,,,,,
233,Eutrigla gurnardus,-1.719852112,0.1644735728,0.181531455,0.0009036150239,0.004977732502,0.1815318143,,,,,,,,
234,Helicolenus dactylopterus,-1.904969521,0.08141922773,0.1493212915,0.0001482988271,0.0009931525885,0.1493200147,,,,,,,,
235,Istiophorus platypterus,-0.7702982273,0.1190509473,0.4661668493,0.003101914149,0.006654085663,0.4661433895,,,,,,,,
236,Gymnosarda unicolor,-0.804636809,0.7589352035,0.5965182234,0.2771511498,0.4646147242,0.576495768,,,,,,,,
237,Lutjanus guttatus,-1.01830435,0.2146264396,0.3696228579,0.006440584192,0.0174247454,0.3694076678,,,,,,,,
238,Lutjanus kasmira,-0.7967318138,0.1221978112,0.4541781935,0.003103315674,0.006832815221,0.4541410189,,,,,,,,
239,Lutjanus malabaricus,-1.206783128,0.07450035721,0.2999894485,0.0005008808869,0.001669661681,0.2999840178,,,,,,,,
240,Lutjanus peru,-1.325463885,0.1478161271,0.2685980965,0.001593685865,0.005933347577,0.2685689649,,,,,,,,
241,Lutjanus quinquelineatus,-1.12456227,0.1122386827,0.3268468686,0.001354291548,0.004143504736,0.3268302512,,,,,,,,
242,Lutjanus synagris,-0.4159121193,0.04896700233,0.6605296699,0.001047399758,0.001585696761,0.6605280907,,,,,,,,
243,Lutjanus vivanus,-1.388980195,0.1362042953,0.2516529331,0.001185824064,0.004712140843,0.2516390987,,,,,,,,
244,Ocyurus chrysurus,-0.7490770748,0.06888643336,0.4739258499,0.001068363492,0.002254284067,0.4739226949,,,,,,,,
245,Orcynopsis unicolor,-0.804636809,0.7589352035,0.5965182234,0.2771511498,0.4646147242,0.576495768,,,,,,,,
246,Rastrelliger brachysoma,0.1575525571,0.04620712258,1.171892667,0.002935332051,0.002504778921,1.171888079,,,,,,,,
247,Rastrelliger kanagurta,0.1217400949,0.04151470747,1.130434227,0.002204290666,0.001949950394,1.130431459,,,,,,,,
248,Sarda orientalis,-1.105561773,0.2425808083,0.3409092217,0.007044191635,0.0206629542,0.3407176057,,,,,,,,
249,Sarda sarda,-0.3558557173,0.08331486468,0.7030093874,0.003442511546,0.00489682159,0.7029974871,,,,,,,,
250,Scomberomorus commerson,-0.6116547795,0.05530857071,0.543282813,0.0009042764782,0.001664467303,0.5432818383,,,,,,,,
251,Scomberomorus guttatus,-0.715191117,0.2129081105,0.5003105941,0.01160764846,0.0232008848,0.500125018,,,,,,,,
252,Scomberomorus lineolatus,-1.229504975,0.1922287297,0.2978905824,0.00334040286,0.01121352288,0.2978103022,,,,,,,,
253,Scomberomorus regalis,-0.527615585,0.2048914555,0.602525476,0.01556490113,0.02583276848,0.6022335046,,,,,,,,
254,Scomberomorus tritor,0.000161266764,0.1427383157,1.01040211,0.02101364267,0.0207973068,1.010313769,,,,,,,,
255,Thunnus atlanticus,-0.8981095045,0.1419723977,0.4114649562,0.00344713067,0.008377701717,0.4114138685,,,,,,,,
256,Thunnus tonggol,-1.5270229,0.2045978285,0.2217748138,0.002102558253,0.009480599788,0.2217378386,,,,,,,,
257,Acanthistius brasilianus,-1.232169708,0.7717157194,0.3928226144,0.1256110427,0.3197653039,0.380177945,,,,,,,,
258,Albula vulpes,-0.7771383972,0.1251313676,0.4633329042,0.003387842147,0.007311896297,0.4633257641,,,,,,,,
259,Glossanodon semifasciatus,-0.6826896167,0.2288438683,0.5186609636,0.01446329381,0.02788583454,0.5183564409,,,,,,,,
260,Arripis georgianus,-0.9767498967,0.2437166955,0.3878832127,0.009207345622,0.02373741714,0.3875430986,,,,,,,,
261,Conger myriaster,-1.530800225,0.6628670614,0.2695223787,0.04008145726,0.14871291,0.2662400098,,,,,,,,
262,Boops boops,-0.7556158271,0.06492563347,0.4707123195,0.0009359641007,0.001988399415,0.47070772,,,,,,,,
263,Boreogadus saida,-1.004704649,0.1581676527,0.3707615497,0.0034823179,0.00939233829,0.3707044624,,,,,,,,
264,Brama brama,-1.400107398,0.239297374,0.2537322299,0.003794207049,0.01495358729,0.2535864438,,,,,,,,
265,Centropomus undecimalis,-0.4586514358,0.1749954044,0.6418890946,0.01281268168,0.01996089634,0.6417963177,,,,,,,,
266,Chloroscombrus chrysurus,-0.2143628193,0.1588346021,0.8173003682,0.01706645931,0.02088150204,0.8172352655,,,,,,,,
267,Conger conger,-1.580811049,0.1564554438,0.2083425047,0.00107563112,0.005162802097,0.2083244612,,,,,,,,
268,Conger oceanicus,-1.530800225,0.6628670614,0.2695223787,0.04008145726,0.14871291,0.2662400098,,,,,,,,
269,Coregonus albula,-0.8697923877,0.09128002362,0.4207879027,0.001481455175,0.003520669595,0.4207715151,,,,,,,,
270,Decapterus russelli,0.2082575234,0.04782070549,1.232939226,0.003480262234,0.002822736239,1.232935933,,,,,,,,
271,Dicentrarchus punctatus,-0.7192149953,0.1499746069,0.4926438381,0.005520709414,0.01120628939,0.4926050066,,,,,,,,
272,Eleginus gracilis,-1.183552472,0.08556500491,0.307311992,0.0006939723386,0.002258201296,0.3073066164,,,,,,,,
273,Eleutheronema tetradactylum,-0.7489141092,0.785898842,0.643974845,0.3543810482,0.5503026259,0.6170472425,,,,,,,,
274,Harpadon nehereus,-0.8027721365,0.1355405945,0.4522199918,0.003791697323,0.008384630029,0.4521815983,,,,,,,,
275,Isacia conceptionis,-0.6649979367,0.6952765442,0.654886592,0.2665869275,0.4070734242,0.6403233233,,,,,,,,
276,Lactarius lactarius,-0.1256458299,0.1660696473,0.8941727712,0.02235763714,0.02500371054,0.8940281527,,,,,,,,
277,Lates calcarifer,-0.3499735514,0.08805367938,0.7074439847,0.003895505847,0.005506451297,0.707445577,,,,,,,,
278,Lutjanus gibbus,-0.842972604,0.1654841137,0.4363633077,0.005286511882,0.01211493219,0.4363175982,,,,,,,,
279,Lutjanus griseus,-1.117003224,0.09147224107,0.3286310328,0.0009074317221,0.002761247817,0.3286270625,,,,,,,,
280,Lutjanus johnii,-1.017270404,0.1372143076,0.3650005125,0.002532098274,0.006937245804,0.3649610386,,,,,,,,
281,Megalaspis cordyla,-0.1600626222,0.08901306273,0.8554728179,0.005821589549,0.006805113415,0.8554594506,,,,,,,,
282,Megalops cyprinoides,-1.693661381,0.5964151029,0.2196311142,0.0206069579,0.0938253124,0.2180352502,,,,,,,,
283,Mene maculata,-0.3957488344,0.1555828887,0.6813727153,0.01137522552,0.01669457151,0.681255374,,,,,,,,
284,Menidia menidia,-0.1349013915,0.1452544951,0.8830689836,0.01662792438,0.01882970038,0.8829284773,,,,,,,,
285,Microgadus tomcod,-1.074901368,0.7755158051,0.4610775695,0.1753286142,0.3802583899,0.4460163941,,,,,,,,
286,Muraenesox cinereus,-1.432125018,1.03792638,0.4092293866,0.3243389097,0.7925601638,0.3794997824,,,,,,,,
287,Nemipterus virgatus,-0.04611767596,0.06807406257,0.9571447577,0.004255251711,0.004445776542,0.9571422004,,,,,,,,
288,Oncorhynchus gorbuscha,-0.8703909224,0.5659306033,0.4915202212,0.09120341963,0.1855537488,0.4870659061,,,,,,,,
289,Oncorhynchus keta,-1.109842247,0.1259538136,0.3322358848,0.001765083186,0.005312740935,0.3322147568,,,,,,,,
290,Oncorhynchus kisutch,-0.6693392245,0.2494494061,0.52822829,0.01791390692,0.03391319106,0.527884822,,,,,,,,
291,Oncorhynchus masou,NA,NA,NA,NA,NA,0.527884822,0.488,0.32,0.738,average of 95% CL,FB,,,
292,Oncorhynchus nerka,-1.071576184,0.07139132008,0.3433421442,0.0006023546449,0.001754385983,0.3433384457,,,,,,,,
293,Oncorhynchus tshawytscha,-0.8703909224,0.5659306033,0.4915202212,0.09120341963,0.1855537488,0.4870659061,,,,,,,,
294,Osmerus mordax,-2.459775764,0.2305247703,0.08775513243,0.0004203111552,0.004789590574,0.0877339347,,,,,,,,
295,Paralabrax humeralis,-1.463897949,0.588005328,0.2749893755,0.03123446882,0.1135842749,0.2727771274,,,,,,,,
296,Parona signata,-0.272585812,0.6402761276,0.934625792,0.4426570156,0.4736195164,0.9152854128,,,,,,,,
297,Pentanemus quinquarius,-0.3927170839,0.1860866861,0.6870123869,0.01663033,0.02420673967,0.6867384562,,,,,,,,
298,Plectorhinchus mediterraneus,-1.24967876,0.2342696743,0.2945702926,0.004895331191,0.01661855019,0.2944053448,,,,,,,,
299,Polyprion americanus,-2.343935066,0.15194387,0.09706333301,0.0002200390078,0.002266963239,0.09705393547,,,,,,,,
300,Pomadasys argenteus,-0.2205483877,0.09721560617,0.8058779694,0.006166864291,0.007652354978,0.8058622975,,,,,,,,
301,Salilota australis,-1.778278258,0.8710549873,0.246865935,0.0692052205,0.2803352374,0.2364821087,,,,,,,,
302,Sarpa salpa,-0.68151317,0.14646152,0.5113056731,0.005668584746,0.01108648905,0.5112513778,,,,,,,,
303,Selar crumenophthalmus,0.3029341172,0.05496336775,1.355871747,0.005562116149,0.004102243565,1.355864895,,,,,,,,
304,Selaroides leptolepis,0.4759301715,0.05504130089,1.611950512,0.007883858341,0.004890881129,1.611938659,,,,,,,,
305,Selene dorsalis,-0.4528489556,0.2433166063,0.6549165408,0.02615981113,0.03994373253,0.6543775009,,,,,,,,
306,Selene setapinnis,-0.134195006,0.2173950098,0.8953283909,0.03879419798,0.04332957424,0.8947968246,,,,,,,,
307,Trachinotus carolinus,-0.3041359131,0.5160472719,0.8428354635,0.2167576706,0.2571767326,0.8362313573,,,,,,,,
308,Trachurus declivis,-1.249433544,0.1430067175,0.2896134768,0.001733001108,0.005983841386,0.2895886151,,,,,,,,
309,Trachurus symmetricus,-1.448462366,0.1706316813,0.2383762954,0.001678738654,0.007042389226,0.2383578316,,,,,,,,
310,Urophycis brasiliensis,-0.9941518281,0.1653728368,0.3751318403,0.003901650132,0.01040074372,0.3750804933,,,,,,,,
311,Urophycis chuss,-1.222255631,0.2451972938,0.3035542991,0.005709851219,0.01880998305,0.3033390819,,,,,,,,
312,Zenopsis conchifer,-1.632611429,0.6807337224,0.2463721137,0.03578015347,0.145228098,0.2435424658,,,,,,,,
313,Ablennes hians,-0.5717079639,0.239004761,0.5809176178,0.01983834357,0.03415001192,0.5806229755,,,,,,,,
314,Amphichthys cryptocentrus,-0.8463229538,0.7591105237,0.57223899,0.2552043562,0.4459751269,0.559312165,,,,,,,,
315,Archosargus probatocephalus,-0.503911848,0.1336121091,0.6095795937,0.006693215397,0.01098005161,0.6095470992,,,,,,,,
316,Arctoscopus japonicus,-0.9013564802,0.9376625553,0.6301792688,0.5595497806,0.8879215937,0.5854354543,,,,,,,,
317,Argyrops spinifer,-0.7089495778,0.09709177656,0.4944861328,0.002315910351,0.004683468751,0.4944780094,,,,,,,,
318,Argyrosomus hololepidotus,-1.641943496,0.571538139,0.2279530542,0.02007441226,0.0880638004,0.2259605067,,,,,,,,
319,Argyrosomus regius,-1.920626856,0.1861347924,0.1490752935,0.0007834503946,0.005255400652,0.14902481,,,,,,,,
320,Argyrozona argyrozona,-1.089443822,0.1104109006,0.3384602788,0.001405041519,0.004151274483,0.3384717252,,,,,,,,
321,Atractoscion aequidens,-1.194633978,0.2425337146,0.3118532119,0.005892240381,0.01889427512,0.3117179239,,,,,,,,
322,Atrobucca nibe,-0.7793041692,0.09549535645,0.4608215116,0.001945412697,0.00422161867,0.4608111567,,,,,,,,
323,Austroglossus microlepis,-1.72257972,0.2768221325,0.1855808814,0.002742928219,0.01478023058,0.1853588197,,,,,,,,
324,Austroglossus pectoralis,-1.340614053,0.2121997626,0.2676434264,0.003299267324,0.01232710016,0.267572094,,,,,,,,
325,Brotula barbata,-1.323802933,0.2756652895,0.2764273455,0.006032981324,0.02182483543,0.2760110469,,,,,,,,
326,Carcharhinus brachyurus,-2.726545158,0.3229139013,0.0689476013,0.0005224578023,0.007577606653,0.06882328197,,,,,,,,
327,Carcharhinus falciformis,-2.719263019,0.1627342234,0.06680203028,0.0001197568577,0.001792712845,0.06679215287,,,,,,,,
328,Carcharhinus longimanus,-2.409059435,0.2462992115,0.0926683967,0.0005370674111,0.005795583286,0.09262348455,,,,,,,,
329,Carcharhinus sorrah,-1.741500518,0.2569556934,0.1811395766,0.002239543403,0.01236363386,0.1810111919,,,,,,,,
330,Centrophorus granulosus,-3.515207441,0.8889875612,0.04415460742,0.00234746114,0.05316457958,0.04193060392,,,,,,,,
331,Centrophorus squamosus,-3.537221836,0.315625587,0.03057990821,9.80E-05,0.003203260457,0.03053828046,,,,,,,,
332,Cephaloscyllium isabellum,-2.210794004,1.040566956,0.1883592551,0.06928649362,0.3678422575,0.1733752398,,,,,,,,
333,Cetengraulis edentulus,-0.6918811647,0.1722387799,0.5081147017,0.007773977172,0.01529965015,0.5079794107,,,,,,,,
334,Cetengraulis mysticetus,-0.1939758371,0.09639178325,0.8275132588,0.006392181684,0.007724567089,0.8274716663,,,,,,,,
335,Cheimerius nufar,-0.8309476821,0.1039172641,0.4379947814,0.002082861151,0.004755447414,0.4379799515,,,,,,,,
336,Chelidonichthys kumu,-1.475579556,0.136838877,0.2307969136,0.001006818986,0.004362358967,0.230775186,,,,,,,,
337,Conodon nobilis,-0.6649979367,0.6952765442,0.654886592,0.2665869275,0.4070734242,0.6403233233,,,,,,,,
338,Cynoscion analis,-0.6072442177,0.1572764179,0.5516308084,0.00762090668,0.01381523034,0.5515724416,,,,,,,,
339,Cynoscion nebulosus,-0.8317325063,0.07838452567,0.4366337922,0.001174979317,0.00269099492,0.4366251235,,,,,,,,
340,Cynoscion striatus,-0.6832895752,0.4622316918,0.5618836344,0.07520266382,0.1338402815,0.5608961223,,,,,,,,
341,Dalatias licha,-2.938432064,1.337462988,0.1295059515,0.08356231089,0.6452391564,0.1063230587,,,,,,,,
342,Dentex dentex,-1.22899019,0.1264077871,0.2949348703,0.001401116677,0.004750596889,0.2949036059,,,,,,,,
343,Drepane punctata,-0.6318292535,0.1459765888,0.5373129007,0.006218081365,0.01157255178,0.5372441963,,,,,,,,
344,Eleginops maclovinus,-1.716779475,0.247834115,0.1852463718,0.002173839251,0.01173485467,0.1851322928,,,,,,,,
345,Epinephelus aeneus,-1.763752555,0.1455366968,0.1732253225,0.0006423552577,0.003708206448,0.1732168841,,,,,,,,
346,Etmopterus spinax,-3.544240646,0.8688528829,0.04213873119,0.002001911327,0.04750763183,0.04029634248,,,,,,,,
347,Galeocerdo cuvier,-2.596434112,0.2105475695,0.07620951369,0.0002632574096,0.003454390362,0.07617546873,,,,,,,,
348,Genyonemus lineatus,-0.7094370522,0.6911113182,0.6246151211,0.2388682954,0.3824247722,0.6149215344,,,,,,,,
349,Hexanchus griseus,-2.396647389,1.086212589,0.1641920508,0.06076326464,0.3700743389,0.1486316232,,,,,,,,
350,Lepidopus caudatus,-1.239349698,0.1421649728,0.2925135589,0.001746921317,0.005972103733,0.2924787505,,,,,,,,
351,Lichia amia,-0.272585812,0.6402761276,0.934625792,0.4426570156,0.4736195164,0.9152854128,,,,,,,,
352,Lithognathus mormyrus,-0.6629717676,0.08127554401,0.5170224869,0.001771633309,0.003426607843,0.5170185698,,,,,,,,
353,Macrodon ancylodon,-0.4879180123,0.1068523015,0.6174178195,0.004377313987,0.007089711129,0.6173980401,,,,,,,,
354,Menticirrhus littoralis,-0.7478897856,0.5557817921,0.5524219705,0.1104462789,0.1999310034,0.5477179853,,,,,,,,
355,Menticirrhus saxatilis,-0.7180211168,0.2031055407,0.4978805021,0.01043956255,0.0209680084,0.4976665214,,,,,,,,
356,Naucrates ductor,0.05442210211,0.1288646213,1.064734154,0.01898282007,0.01782869461,1.06459507,,,,,,,,
357,Oblada melanura,-0.851027516,0.1349644056,0.4308825118,0.00341285356,0.007920612852,0.4308683306,,,,,,,,
358,Oxynotus centrina,-2.938432064,1.337462988,0.1295059515,0.08356231089,0.6452391564,0.1063230587,,,,,,,,
359,Pagellus acarne,-0.7421605347,0.09467725882,0.4782227537,0.002059205727,0.004305955144,0.4782092772,,,,,,,,
360,Pampus argenteus,-0.4118675696,0.1070623819,0.6662192937,0.005116813755,0.00768037462,0.6662122095,,,,,,,,
361,Paralonchurus peruanus,-0.7094370522,0.6911113182,0.6246151211,0.2388682954,0.3824247722,0.6149215344,,,,,,,,
362,Parapercis colias,-0.8093660044,0.09288561423,0.4470646179,0.001731858281,0.003873843315,0.4470593861,,,,,,,,
363,Petrus rupestris,-1.384589116,0.2295834777,0.257114227,0.003577908834,0.01391563927,0.2569999436,,,,,,,,
364,Pogonias cromis,-1.688663234,0.1376364231,0.1865247498,0.0006653647244,0.003567165885,0.1865098764,,,,,,,,
365,Prionace glauca,-2.903678113,0.1149131075,0.05518436539,4.05E-05,0.0007335433433,0.0551846738,,,,,,,,
366,Psenopsis anomala,-0.3701068279,0.1810223585,0.7020699186,0.01641951475,0.02338729279,0.7019277173,,,,,,,,
367,Psettodes erumei,-0.160991324,0.0941440401,0.8550804047,0.006509169652,0.00761234805,0.8550667903,,,,,,,,
368,Pseudotolithus senegalensis,-0.7448883092,0.09804194865,0.4770746996,0.002198293015,0.00460785914,0.4770609189,,,,,,,,
369,Pterogymnus laniarius,-0.9674983458,0.1485628509,0.38424962,0.003294949761,0.008575024124,0.384229596,,,,,,,,
370,Pteroscion peli,-0.7094370522,0.6911113182,0.6246151211,0.2388682954,0.3824247722,0.6149215344,,,,,,,,
371,Pterygotrigla polyommata,-1.289382968,0.8278982278,0.3880289881,0.1482472018,0.3820518732,0.370196464,,,,,,,,
372,Rhabdosargus globiceps,-0.846177684,0.2361051382,0.4411788784,0.01115839021,0.0252922131,0.4410616613,,,,,,,,
373,Scophthalmus rhombus,-0.1815821445,0.09034072754,0.8373598095,0.005745989568,0.006862031713,0.8373555814,,,,,,,,
374,Scyliorhinus stellaris,-2.115318986,0.7939821855,0.1652798583,0.02399498329,0.1451779034,0.1599208438,,,,,,,,
375,Sphyrna lewini,-2.825844185,0.1771938475,0.06019624192,0.0001155770987,0.00192000522,0.06018394802,,,,,,,,
376,Sphyrna zygaena,-2.440633949,0.7399790279,0.1145379044,0.009564285292,0.08350323278,0.1124577367,,,,,,,,
377,Squatina argentina,-2.616467782,0.7996643516,0.1005865986,0.009059992437,0.0900715658,0.09782081458,,,,,,,,
378,Stephanolepis cirrhifer,-0.3340145883,0.5711751961,0.842910887,0.2740744996,0.325152402,0.8289462287,,,,,,,,
379,Tautoga onitis,-1.032086112,0.130589653,0.359313762,0.002220616977,0.006180161218,0.3592832811,,,,,,,,
380,Thyrsites atun,-1.088991455,0.2701402826,0.3490627516,0.009224196928,0.02642561226,0.3487634335,,,,,,,,
381,Zoarces viviparus,-1.116350788,0.1408851063,0.3307387528,0.002192893485,0.006630288912,0.3307064946,,,,,,,,
382,Alepes djedaba,0.002962178106,0.1676859978,1.017167166,0.02950519211,0.02900722035,1.016932543,,,,,,,,
383,Alosa pseudoharengus,0.6091640616,0.06466842272,1.842742708,0.01423057233,0.007722495533,1.842738223,,,,,,,,
384,Alosa sapidissima,0.006580928886,0.1094567431,1.012650669,0.01235971743,0.01220531206,1.012644641,,,,,,,,
385,Amblygaster sirm,0.3470883509,0.04880950551,1.416628191,0.00478671977,0.003378952783,1.416627667,,,,,,,,
386,Anchoa nasus,0.250012703,0.1410816638,1.296884333,0.03381215948,0.02607183896,1.29668401,,,,,,,,
387,Anodontostoma chacunda,0.3275094918,0.1401763669,1.401207267,0.03896082679,0.02780518465,1.401055229,,,,,,,,
388,Atule mate,0.2217398712,0.101205595,1.254655656,0.0162063117,0.01291693989,1.254602249,,,,,,,,
389,Brevoortia aurea,-0.1648175725,0.450849116,0.9387696821,0.198639844,0.2115959301,0.9332394371,,,,,,,,
390,Carangoides bajad,-0.04388693698,0.1971678018,0.9758470988,0.03774891875,0.038683231,0.9758453045,,,,,,,,
391,Caranx crysos,-0.3531213756,0.1539332072,0.7108643468,0.0121169596,0.0170453894,0.710740775,,,,,,,,
392,Carangoides fulvoguttatus,-0.09145094354,0.4500501744,1.009870027,0.2289691997,0.2267313551,1.003702856,,,,,,,,
393,Caranx ignobilis,-0.8710133937,0.1286392517,0.4220044731,0.002971525347,0.00704145462,0.4219830105,,,,,,,,
394,Caranx ruber,-0.2043136543,0.1485145658,0.8242467285,0.01515133469,0.018382038,0.8241304934,,,,,,,,
395,Chirocentrus nudus,-1.347015505,0.2686188524,0.2695672291,0.005437131965,0.02016985516,0.2693250342,,,,,,,,
396,Clupanodon thrissa,-0.01457729603,0.5787527438,1.165208538,0.5402021084,0.4636098098,1.144826891,,,,,,,,
397,Clupeonella cultriventris,-0.1052736327,0.1315353323,0.9078983456,0.01438539201,0.01584471662,0.9078651318,,,,,,,,
398,Cynoscion acoupa,-0.9613735147,0.2245720502,0.3921318233,0.007953767841,0.0202834031,0.391874195,,,,,,,,
399,Cynoscion jamaicensis,-0.4194869388,0.1100662077,0.6613780582,0.005331395156,0.008061040262,0.6613286538,,,,,,,,
400,Cynoscion leiarchus,-0.4552111729,0.1957395316,0.6465826861,0.01632869836,0.02525384412,0.6464020156,,,,,,,,
401,Cynoscion virescens,-0.6832895752,0.4622316918,0.5618836344,0.07520266382,0.1338402815,0.5608961223,,,,,,,,
402,Dactylopterus volitans,-0.7995229969,0.8381990735,0.6387550998,0.4157399232,0.650859654,0.6066606424,,,,,,,,
403,Decapterus maruadsi,0.3901610426,0.05808241262,1.47971252,0.00739906358,0.005000338565,1.47970008,,,,,,,,
404,Diplodus annularis,-0.2487333914,0.05795887543,0.7810986882,0.002052964169,0.002628303184,0.7810956921,,,,,,,,
405,Diplodus sargus,NA,NA,NA,NA,NA,0.7810956921,0.54,0.35,0.82,95% CL,FB,https://www.fishbase.se/summary/Diplodus-sargus.html,,
406,Diplodus vulgaris,-0.5421802979,0.06816885111,0.5828317068,0.001582223248,0.002714717181,0.5828247974,,,,,,,,
407,Ethmidium maculatum,-0.01457729603,0.5787527438,1.165208538,0.5402021084,0.4636098098,1.144826891,,,,,,,,
408,Hemiramphus brasiliensis,-0.3081559349,0.1831187801,0.7472244346,0.01904012246,0.02548112934,0.7470359605,,,,,,,,
409,Hilsa kelee,0.05584615428,0.2063948689,1.080199315,0.05077952635,0.04700940432,1.079882833,,,,,,,,
410,Ilisha elongata,-0.1515701284,0.5004569026,0.9740023402,0.2700063393,0.2772132347,0.9632301093,,,,,,,,
411,Isopisthus parvipinnis,-0.7094370522,0.6911113182,0.6246151211,0.2388682954,0.3824247722,0.6149215344,,,,,,,,
412,Konosirus punctatus,-0.243447861,0.1514160749,0.792958456,0.01458252892,0.0183900289,0.7928804939,,,,,,,,
413,Lachnolaimus maximus,-0.6922841919,0.105423933,0.5032203722,0.002830156892,0.005624090455,0.5032111127,,,,,,,,
414,Lampris guttatus,-1.094418098,1.08840849,0.6052573274,0.8313957107,1.373623537,0.5337420837,,,,,,,,
415,Lepidocybium flavobrunneum,-1.182374447,0.7812819229,0.4159568603,0.1455393906,0.3498905883,0.3998980185,,,,,,,,
416,Lethrinus harak,-0.9405593246,0.1638147061,0.3956830782,0.004258346165,0.01076201233,0.3956404596,,,,,,,,
417,Lethrinus lentjan,-0.8544317849,0.1093051471,0.4280745239,0.002202505317,0.005145144582,0.4280762169,,,,,,,,
418,Lethrinus nebulosus,-1.096191923,0.06409643363,0.3348281894,0.0004615345136,0.001378421914,0.3348255041,,,,,,,,
419,Lethrinus obsoletus,-0.8088537104,0.2264123433,0.4569312049,0.01098198655,0.02403422317,0.4566827309,,,,,,,,
420,Liza aurata,-0.7767072362,0.05341359048,0.4605744656,0.0006060701983,0.001315900562,0.4605738583,,,,,,,,
421,Liza saliens,-0.7004066705,0.08212141569,0.4980600101,0.001678577701,0.003370231833,0.4980535967,,,,,,,,
422,Lutjanus analis,-0.9844900335,0.08279609775,0.3749125664,0.0009668724125,0.002578927727,0.3749109019,,,,,,,,
423,Lutjanus argentimaculatus,-1.075772839,0.1685613994,0.3459135583,0.003448544439,0.009969382109,0.345852673,,,,,,,,
