,species,ln_r_mu,ln_r_sd,r_mean,r_var,dispersion,r_orig,r,r_lower_bound,r_upper_bound,r_bound_note,source,link,congener_sp,alt_species
424,Lutjanus argentiventris,-1.187809536,0.2221840578,0.3125075476,0.004942088806,0.01581430223,0.3123654015,,,,,,,,
425,Lutjanus bohar,-0.9159580264,0.1182948565,0.4029425875,0.002288022528,0.005678284198,0.4029386636,,,,,,,,
426,Lutjanus buccanella,-0.6576652777,0.1243690127,0.5220815631,0.004248779318,0.008138152384,0.5220366757,,,,,,,,
427,Lutjanus cyanopterus,-0.985677841,0.2062503715,0.3812087197,0.006315171505,0.016566178,0.3811005086,,,,,,,,
428,Merluccius albidus,-1.031643248,0.2221909734,0.3653283162,0.006754355296,0.0184884527,0.3651673555,,,,,,,,
429,Microstomus kitt,-2.121603005,0.1420899417,0.1210552497,0.0002988721235,0.002468890233,0.121050119,,,,,,,,
430,Molva dypterygia,-2.123127203,0.2114113235,0.1223609704,0.000684358718,0.005592949414,0.1223396421,,,,,,,,
431,Monotaxis grandoculis,-0.8980815525,0.7783826551,0.5514843744,0.2533029865,0.4593112666,0.5364482879,,,,,,,,
432,Mora moro,-1.953925859,0.2568021473,0.1464674313,0.001462441192,0.009984753469,0.1463244657,,,,,,,,
433,Naso unicornis,-1.104273272,0.1875721544,0.3373340427,0.004074923259,0.01207978663,0.3372709666,,,,,,,,
434,Nematalosa nasus,0.1000189446,0.1845806588,1.124180083,0.04379891699,0.03896076587,1.123810384,,,,,,,,
435,Opisthonema libertate,-0.3612376349,0.1106771426,0.7010942712,0.006058029141,0.00864081963,0.7010704312,,,,,,,,
436,Opisthonema oglinum,0.02258180829,0.0896690824,1.026959074,0.008514102545,0.008290595757,1.026935456,,,,,,,,
437,Osmerus eperlanus,-2.370330079,0.152843856,0.09454782792,0.0002112913844,0.00223475662,0.09454524872,,,,,,,,
438,Pagrus pagrus,-0.9343776898,0.06552476165,0.3936744648,0.0006668344762,0.001693872821,0.393672998,,,,,,,,
439,Parastromateus niger,0.0574136642,0.1416382342,1.069770735,0.02319027994,0.02167780365,1.069644721,,,,,,,,
440,Phycis phycis,-0.6797840427,0.1471336695,0.5122410908,0.005742252858,0.01121005902,0.5121718317,,,,,,,,
441,Platichthys flesus,-1.081548982,0.07969131662,0.3401482834,0.0007371202451,0.002167055608,0.3401450349,,,,,,,,
442,Sardinella brasiliensis,-0.2420171777,0.08976922318,0.7882122118,0.00502680816,0.00637748069,0.7881956727,,,,,,,,
443,Sardinella gibbosa,0.2085044172,0.06413581892,1.234370494,0.006280379295,0.005087920786,1.234365858,,,,,,,,
444,Sardinella maderensis,-0.2121239406,0.07069447906,0.8108882024,0.003294417617,0.004062727275,0.8108815108,,,,,,,,
445,Sardinella zunasi,-0.07455299419,0.1486625803,0.9384715734,0.01968128691,0.02097163885,0.9383430643,,,,,,,,
446,Saurida undosquamis,-0.5229844365,0.05159092862,0.5935382466,0.0009389061884,0.001581879843,0.5935360993,,,,,,,,
447,Sciaenops ocellatus,-1.062159563,0.09386218706,0.3472346481,0.001066944778,0.003072691,0.3472275604,,,,,,,,
448,Scomberoides lysan,-0.1727099023,0.2123670075,0.8605702489,0.03416463943,0.03970000063,0.8603858321,,,,,,,,
449,Scomberoides tol,-0.2299872889,0.5230710312,0.9110243647,0.2611844362,0.2866931406,0.9016706161,,,,,,,,
450,Seriolina nigrofasciata,-0.272585812,0.6402761276,0.934625792,0.4426570156,0.4736195164,0.9152854128,,,,,,,,
451,Serranus cabrilla,-0.6739478102,0.0723671564,0.5110288116,0.001371233723,0.002683280653,0.5110208978,,,,,,,,
452,Sphyraena barracuda,-1.274417034,0.1494120422,0.2827322183,0.001804589427,0.006382680539,0.2826857966,,,,,,,,
453,Sphyraena sphyraena,-0.7389236535,0.2161659035,0.4889183364,0.01143492543,0.02338821145,0.4886882888,,,,,,,,
454,Spondyliosoma cantharus,-0.9403119954,0.1521657638,0.3950532213,0.003655802583,0.009253949559,0.3949668123,,,,,,,,
455,Sprattus fuegensis,-0.5313374733,0.1383576141,0.5934715164,0.006807212873,0.01147015937,0.5934433573,,,,,,,,
456,Tenualosa ilisha,0.4949404527,0.06689629244,1.644075154,0.01212326367,0.007373910884,1.644064839,,,,,,,,
457,Tenualosa toli,0.6843875923,0.1382000773,2.001580709,0.07725324628,0.03859611852,2.001143149,,,,,,,,
458,Trachinotus blochii,-0.3041359131,0.5160472719,0.8428354635,0.2167576706,0.2571767326,0.8362313573,,,,,,,,
459,Trisopterus luscus,-0.1347570384,0.1228975402,0.8805530212,0.01179998029,0.0134006471,0.8804908819,,,,,,,,
460,Umbrina cirrosa,-0.8486835817,0.1686961067,0.4341112708,0.0054400959,0.01253157028,0.4339803674,,,,,,,,
461,Lethrinus mahsena,-1.135884394,0.08871450408,0.3224041932,0.0008212979679,0.002547417141,0.3224006412,,,,,,,,
462,Alopias superciliosus,-2.592719243,0.2604476737,0.07739734915,0.0004204420505,0.005432253884,0.07735083963,,,,,,,,
463,Alopias vulpinus,-3.076272857,0.2241056167,0.04730396346,0.0001152529482,0.002436433224,0.0472911439,,,,,,,,
464,Antimora rostrata,-2.162615367,0.1952731608,0.11723796,0.0005342297903,0.004556798757,0.1172067011,,,,,,,,
465,Argentina silus,-2.618790086,0.118017621,0.07340039175,7.56E-05,0.001029485091,0.07339621946,,,,,,,,
466,Dasyatis pastinaca,-0.6475225052,0.1153373446,0.5268332713,0.003716876517,0.007055128671,0.5268227146,,,,,,,,
467,Ginglymostoma cirratum,-2.688912109,0.3474684532,0.07218341665,0.0006686309881,0.009262944582,0.07203416874,,,,,,,,
468,Gymnura altavela,-1.714727275,1.098242871,0.3290128167,0.2533639134,0.7700730809,0.29779591,,,,,,,,
469,Pseudophycis bachus,-1.623086049,0.2051021286,0.2014825287,0.001744142039,0.008656542336,0.2014436126,,,,,,,,
470,Atractoscion nobilis,-1.244485459,0.2415368358,0.2966164356,0.005285512882,0.0178193527,0.296408017,,,,,,,,
471,Caulolatilus princeps,-1.181804641,0.5690834409,0.3606394187,0.04974151106,0.1379258852,0.3574124057,,,,,,,,
472,Citharichthys sordidus,-0.06833953935,0.1816432157,0.9494784829,0.03024077584,0.0318498801,0.9492618373,,,,,,,,
473,Hyperoglyphe bythites,-1.436884329,0.641103227,0.2918901765,0.04331097222,0.1483810546,0.2879356375,,,,,,,,
474,Malacanthus plumieri,-1.211619982,0.7738458309,0.4016391233,0.1322777231,0.3293447163,0.3870825874,,,,,,,,
475,Paralichthys californicus,-0.3820882596,0.1069114349,0.6863461188,0.005415256719,0.007889979372,0.6863377597,,,,,,,,
476,Rachycentron canadum,-0.814283594,0.06472125548,0.4438852599,0.0008270756342,0.001863264471,0.4438827852,,,,,,,,
477,Semicossyphus pulcher,-0.5860073333,0.6927045944,0.7074505784,0.3082071306,0.4356588857,0.692886616,,,,,,,,
478,Taractichthys steindachneri,-1.098565411,0.8286162488,0.4698870336,0.2179142584,0.4637588246,0.4495578173,,,,,,,,
479,Tautogolabrus adspersus,-0.6212439761,0.134252227,0.5421393833,0.005345453779,0.009859925222,0.5421142643,,,,,,,,
480,Trachipterus arcticus,-1.98662561,0.2714550972,0.142305137,0.001548590276,0.01088218113,0.1422262282,,,,,,,,
481,Myliobatis aquila,-1.669737049,0.6816878784,0.2375474546,0.03337955267,0.1405174083,0.2322220946,,,,,,,,
482,Carangoides malabaricus,0.1498799245,0.1084290934,1.1685438,0.01614868329,0.01381949336,1.168499641,,,,,,,,
483,Epinephelus fuscoguttatus,-1.326464411,0.1769392187,0.2696014107,0.002311578264,0.008574058489,0.2695513583,,,,,,,,
484,Epinephelus tauvina,-1.686149338,0.140795396,0.1870764978,0.0007006918477,0.003745483028,0.1870500727,,,,,,,,
485,Gnathanodon speciosus,-0.3580070473,0.1409748427,0.7060493846,0.0100063596,0.01417232254,0.7059861699,,,,,,,,
486,Diagramma pictum,-0.668849754,0.1049659583,0.5151275043,0.002939822578,0.005706980416,0.5151114084,,,,,,,,
487,Acanthopagrus bifasciatus,-0.726240077,0.110891978,0.4867076902,0.002930958571,0.006022009986,0.486682481,,,,,,,,
488,Sillago sihama,-0.3519515353,0.163967372,0.7128324453,0.01384652959,0.01942466239,0.7127517602,,,,,,,,
489,Megalops atlanticus,-1.908750157,0.1472543754,0.1498818096,0.0004924377844,0.003285507331,0.1498578189,,,,,,,,
490,Nemipterus japonicus,0.2320470561,0.0325691248,1.261848147,0.001689883341,0.001339212919,1.261846961,,,,,,,,
491,Miichthys miiuy,-0.5926583161,0.1824863269,0.5621381244,0.01070035248,0.01903509478,0.5620103978,,,,,,,,
492,Xyrichtys novacula,-0.4406047764,0.1511862247,0.6510452445,0.00979985466,0.01505249404,0.650916251,,,,,,,,
493,Lateolabrax japonicus,-1.283225189,0.1524132006,0.2803797632,0.001847534443,0.006589400112,0.280356073,,,,,,,,
494,Galeorhinus galeus,-3.156494559,0.1559929601,0.04309588951,4.57E-05,0.001061550308,0.04308852066,,,,,,,,
495,Pomadasys jubelini,-0.3014551859,0.191347141,0.7534080328,0.02116797314,0.02809629341,0.7532375986,,,,,,,,
496,Acanthurus sohal,-0.7631831709,0.5079399,0.5303693121,0.0827961105,0.1561102964,0.525771564,,,,,,,,
497,Otolithes ruber,-0.1492622295,0.09740081672,0.865438668,0.007139363184,0.008249415525,0.8654053502,,,,,,,,
498,Plectropomus leopardus,-1.34992319,0.148560856,0.2621369961,0.001533439861,0.005849765138,0.26212259,,,,,,,,
499,Spicara maena,-0.4182062905,0.08664086035,0.6607016047,0.003289177428,0.004978310034,0.6606905274,,,,,,,,
500,Epinephelus goreensis,-1.377334286,0.5064089475,0.2867601077,0.02403903668,0.0838297798,0.2847149389,,,,,,,,
501,Mustelus mustelus,-2.05076923,0.2234297557,0.1318871295,0.0008903732916,0.006751024874,0.1318179015,,,,,,,,
502,Pontinus kuhlii,-1.272268149,0.1062076445,0.2817801514,0.0009007081395,0.003196492497,0.2817640825,,,,,,,,
503,Promethichthys prometheus,-1.285302524,0.2071821782,0.2825667998,0.003501880512,0.01239310674,0.2824186265,,,,,,,,
504,Epinephelus morrhua,-1.332502362,0.2314926065,0.2709806267,0.004042400756,0.0149176744,0.2708576353,,,,,,,,
505,Variola louti,-1.009135294,0.2385214532,0.375052579,0.008234776585,0.02195632572,0.374900974,,,,,,,,
506,Alosa fallax,-0.2171723501,0.0587439309,0.8061810569,0.002246677546,0.002786815104,0.8061785242,,,,,,,,
507,Epinephelus areolatus,-1.14990927,0.1918881561,0.3225494767,0.003902196625,0.01209797847,0.322478188,,,,,,,,
508,Rhynchobatus djiddensis,-2.075520958,0.9898009646,0.2048109371,0.06978695102,0.3407384001,0.1902414832,,,,,,,,
509,Chelidonichthys capensis,-1.291023849,0.1298980805,0.2773189218,0.001308680591,0.004719045432,0.2772797599,,,,,,,,
510,Epinephelus chlorostigma,-1.163273848,0.1266882405,0.314979131,0.001605188445,0.00509617396,0.3149600677,,,,,,,,
511,Acanthopagrus berda,-0.6109569674,0.1343023584,0.5477488469,0.005460756619,0.009969453428,0.5477032851,,,,,,,,
512,Cymatoceps nasutus,-1.679788706,0.1752084031,0.1892966887,0.001117066253,0.005901139955,0.1892752474,,,,,,,,
513,Bolbometopon muricatum,-1.458112157,0.1880845453,0.2368272614,0.002019640221,0.008527904302,0.23679692,,,,,,,,
514,Mulloidichthys flavolineatus,-0.2309562598,0.1071247755,0.798341841,0.007356173019,0.009214314772,0.7983086076,,,,,,,,
515,Gerres oyena,0.4534239515,0.1614589727,1.594337758,0.06713641427,0.04210927949,1.593884576,,,,,,,,
516,Pomadasys kaakan,-0.4734778156,0.1147572867,0.6269470459,0.005210567958,0.008311017639,0.6269194586,,,,,,,,
517,Acanthopagrus latus,-0.8911061081,0.2031697153,0.4187558853,0.0073898226,0.01764708953,0.4186607195,,,,,,,,
518,Chirocentrus dorab,-1.141202785,0.6757875374,0.4013752968,0.09325194819,0.2323310601,0.3929064977,,,,,,,,
519,Pagrus auratus,-1.553192179,0.1158092497,0.212995064,0.0006125494587,0.0028758857,0.2129833705,,,,,,,,
520,Aethaloperca rogaa,-1.232169708,0.7717157194,0.3928226144,0.1256110427,0.3197653039,0.380177945,,,,,,,,
521,Cephalopholis boenak,-0.7676225643,0.2341960139,0.477019133,0.01282906699,0.02689423988,0.4767944289,,,,,,,,
522,Cephalopholis hemistiktos,-1.025097983,0.2380542812,0.3690721733,0.007942155914,0.02151924878,0.3689537488,,,,,,,,
523,Cephalopholis miniata,-0.9273092462,0.5211711668,0.4531647407,0.06408975417,0.1414270538,0.4492309447,,,,,,,,
524,Cromileptes altivelis,-1.91527218,0.2426427247,0.151702421,0.001395619232,0.00919971628,0.1516315794,,,,,,,,
525,Epinephelus marginatus,-2.215849784,0.1360403689,0.1100746736,0.0002263264713,0.002056117578,0.1100639902,,,,,,,,
526,Saurida tumbil,-0.7441002257,0.06087958761,0.4760430139,0.0008414743119,0.001767643443,0.4760408303,,,,,,,,
527,Sargocentron spiniferum,-0.0379809734,0.5060343398,1.094233812,0.3494388747,0.3193457111,1.076277889,,,,,,,,
528,Bathyraja eatonii,-2.35837935,0.6416095611,0.1161877415,0.006875685391,0.05917737366,0.1146482599,,,,,,,,
529,Macrourus carinatus,-2.303120462,0.7346645868,0.1309087931,0.01226241136,0.09367141101,0.1266258634,,,,,,,,
530,Macrourus whitsoni,-2.303120462,0.7346645868,0.1309087931,0.01226241136,0.09367141101,0.1266258634,,,,,,,,
531,Epinephelus multinotatus,-1.328040912,0.2432390858,0.2729522832,0.004540995813,0.01663659215,0.2728177694,,,,,,,,
532,Epinephelus summana,-1.377334286,0.5064089475,0.2867601077,0.02403903668,0.0838297798,0.2847149389,,,,,,,,
533,Micropogonias furnieri,-0.6155339654,0.05953000154,0.5413105935,0.001040242513,0.001921710982,0.5413080595,,,,,,,,
534,Plectorhinchus sordidus,-0.6142941372,0.1779912938,0.5496609272,0.009724893061,0.01769253112,0.5494652825,,,,,,,,
535,Plectorhinchus gaterinus,-0.9332071482,0.506470765,0.4471099103,0.05845590418,0.1307416875,0.444400355,,,,,,,,
536,Plectorhinchus schotaf,-0.9332071482,0.506470765,0.4471099103,0.05845590418,0.1307416875,0.444400355,,,,,,,,
537,Pomadasys stridens,-0.3444169458,0.4350545863,0.7789715934,0.1264383467,0.1623144513,0.775495073,,,,,,,,
538,Pomacanthus maculosus,-1.611737324,0.222619604,0.2045469839,0.002125783945,0.0103926438,0.2044849895,,,,,,,,
539,Crenidens crenidens,-0.879994552,0.6695067447,0.5189877956,0.1523308267,0.2935152388,0.5126352515,,,,,,,,
540,Pelates quadrilineatus,-0.428216719,0.6672469601,0.8141525961,0.3717438543,0.456602185,0.7991038037,,,,,,,,
541,Rhabdosargus haffara,-0.7149161699,0.5224214064,0.5607645789,0.09867675462,0.1759682375,0.5549109362,,,,,,,,
542,Odontesthes regia,-0.4680564885,0.2468448452,0.6455902272,0.02618547763,0.04056052358,0.6452561023,,,,,,,,
543,Plectorhinchus pictus,-1.26165233,0.1946781052,0.2886031991,0.003217305346,0.0111478506,0.2885317351,,,,,,,,
544,Callorhinchus callorynchus,-2.021182955,0.6778303763,0.1667172616,0.01621009694,0.09723106524,0.1644231699,,,,,,,,
545,Cephalopholis fulva,-0.8453516413,0.154850785,0.4345856379,0.004583475237,0.01054677108,0.4345203111,,,,,,,,
546,Patagonotothen ramsayi,-0.7695473732,0.1873086502,0.4714203557,0.007935478404,0.01683312633,0.4712111669,,,,,,,,
547,Tragulichthys jaculiferus,-0.668208041,0.9743432755,0.8240404736,1.075614576,1.305293381,0.7504907589,,,,,,,,
548,Paristiopterus labiosus,-0.8925287622,0.8049028716,0.5663208742,0.2923236305,0.5161802147,0.5420508226,,,,,,,,
549,Prolatilus jugularis,-0.7365071582,0.7554564925,0.636895363,0.3121492286,0.4901106944,0.6161513562,,,,,,,,
550,Sparisoma cretense,-0.7353827499,0.1613140133,0.4855992205,0.006216745075,0.01280221387,0.4855754463,,,,,,,,
551,Hydrolagus novaezealandiae,-1.929267295,0.7454913925,0.1917834157,0.02733778737,0.1425451063,0.1853606181,,,,,,,,
552,Cynoponticus coniceps,-1.432125018,1.03792638,0.4092293866,0.3243389097,0.7925601638,0.3794997824,,,,,,,,
553,Centroberyx affinis,-1.155789005,0.2169670924,0.3223067185,0.005007128072,0.01553528917,0.3221268913,,,,,,,,
554,Centriscops humerosus,-0.4433715919,0.7733987327,0.8656290664,0.613495326,0.7087277332,0.8254789092,,,,,,,,
555,Lepidoperca pulchella,-1.232169708,0.7717157194,0.3928226144,0.1256110427,0.3197653039,0.380177945,,,,,,,,
556,Caprodon longimanus,-1.232169708,0.7717157194,0.3928226144,0.1256110427,0.3197653039,0.380177945,,,,,,,,
557,Allothunnus fallai,-0.804636809,0.7589352035,0.5965182234,0.2771511498,0.4646147242,0.576495768,,,,,,,,
558,Ammodytes personatus,-1.108643246,0.2887429844,0.3440538855,0.01029214038,0.02991432684,0.3434917558,,,,,,,,
559,Aphanopus carbo,-1.0796124,0.1926305859,0.3460890631,0.004528024212,0.01308340741,0.3459826956,,,,,,,,
560,Aphareus rutilans,-1.181467057,0.1865810823,0.3122157554,0.003453235639,0.01106041441,0.3121146691,,,,,,,,
561,Aprion virescens,-0.5364934438,0.1121778072,0.5884863697,0.0043855304,0.00745222086,0.5884756055,,,,,,,,
562,Apsilus fuscus,-0.6932981956,0.5791217174,0.5911962728,0.1392720134,0.2355766093,0.5834082922,,,,,,,,
563,Argentina sphyraena,-1.530427141,0.31848029,0.2277031908,0.005534962495,0.02430779506,0.2272470189,,,,,,,,
564,Atheresthes evermanni,-1.780233035,0.2066219971,0.1722365063,0.001293919023,0.007512455115,0.1722079616,,,,,,,,
565,Caulolatilus microps,-1.086982732,0.2205258772,0.3455330779,0.005949786763,0.0172191525,0.3454543566,,,,,,,,
566,Champsocephalus gunnari,-1.204558353,0.1354063229,0.3025856452,0.001694189481,0.005599041159,0.3025624174,,,,,,,,
567,Channichthys rhinoceratus,-1.472823841,0.2938785333,0.2393947191,0.005169560898,0.02159429798,0.2391945634,,,,,,,,
568,Coryphaenoides rupestris,-2.641252235,0.1412876581,0.07198689906,0.0001044858148,0.001451455975,0.07198292408,,,,,,,,
569,Cyclopterus lumpus,-1.969909169,0.2606343074,0.1442879898,0.001463382619,0.01014209583,0.1441519682,,,,,,,,
570,Dentex angolensis,-0.7882816239,0.1311408781,0.4585515054,0.003647474437,0.007954339684,0.4585311977,,,,,,,,
571,Drepane africana,-0.7490920196,0.1451906656,0.4778053462,0.004863679835,0.01017920765,0.4777717649,,,,,,,,
572,Elops saurus,-0.5708761355,0.1739209859,0.5736407895,0.01010575963,0.0176168777,0.5735835392,,,,,,,,
573,Encrasicholina punctifer,0.4858370701,0.07444718829,1.630046044,0.01476727673,0.009059423067,1.630014511,,,,,,,,
574,Euthynnus lineatus,-0.8173950048,0.5585747405,0.5161323086,0.09754297528,0.1889883149,0.5108624914,,,,,,,,
575,Gadus ogac,-1.13563868,0.6001233919,0.3845949266,0.064126563,0.1667379327,0.3803850447,,,,,,,,
576,Galeus melastomus,-2.210794004,1.040566956,0.1883592551,0.06928649362,0.3678422575,0.1733752398,,,,,,,,
577,Gasterochisma melampus,-0.804636809,0.7589352035,0.5965182234,0.2771511498,0.4646147242,0.576495768,,,,,,,,
578,Joturus pichardi,-0.6645787174,0.6521868884,0.6364147225,0.2147121386,0.3373777051,0.6290844294,,,,,,,,
579,Labrus bergylta,-1.578688613,0.1278688183,0.2079384002,0.0007127775121,0.003427830124,0.2079316671,,,,,,,,
580,Leiostomus xanthurus,-0.2786189531,0.1588058709,0.7664319991,0.01500265685,0.01957467443,0.7663506931,,,,,,,,
581,Lophius piscatorius,-0.9338083978,0.07013729183,0.3940219038,0.0007656095687,0.001943063473,0.3940157442,,,,,,,,
582,Macrourus berglax,-2.460584527,0.2338590766,0.08775209932,0.0004328659364,0.004932827132,0.08772659268,,,,,,,,
583,Merluccius senegalensis,-1.642400317,0.1694743685,0.1963140637,0.001122955664,0.005720199779,0.196296302,,,,,,,,
584,Pleurogrammus azonus,-2.203081008,0.8574143467,0.1595335032,0.0276349948,0.1732237696,0.1543994989,,,,,,,,
585,Priacanthus macracanthus,-0.1065739482,0.06394988385,0.9007485363,0.003324872497,0.00369123275,0.9007499568,,,,,,,,
586,Pseudupeneus prayensis,-0.1297941826,0.2067310047,0.8972458911,0.03515180366,0.03917744735,0.8968939239,,,,,,,,
587,Salmo salar,-0.3171804785,0.06261375801,0.7296281653,0.002091193989,0.002866109189,0.7296255257,,,,,,,,
588,Scomberomorus brasiliensis,-0.7133306446,0.1368799105,0.4946214336,0.004627006777,0.009354642689,0.4945810419,,,,,,,,
589,Scomberomorus sierra,-0.5730875611,0.4558652127,0.6255143454,0.09037632825,0.1444832224,0.6228631849,,,,,,,,
590,Seriola lalandi,-0.8464895725,0.1605883256,0.4344843874,0.004931604614,0.01135047601,0.4344298535,,,,,,,,
591,Squatina californica,-2.621993883,0.2795637379,0.07555337329,0.0004640355558,0.006141824456,0.07547656954,,,,,,,,
592,Tetrapturus pfluegeri,-1.028929099,0.7939472136,0.48980251,0.2107031482,0.430179805,0.4723564938,,,,,,,,
593,Umbrina canosai,-0.3922967979,0.1217059432,0.6805250615,0.006910862437,0.01015519167,0.680500075,,,,,,,,
594,Acipenser transmontanus,-2.463843544,0.1700220687,0.08634625958,0.0002186703785,0.002532482352,0.08632561667,,,,,,,,
595,Anarhichas denticulatus,-2.324466768,0.2390286774,0.1006708078,0.0005958992482,0.005919285452,0.1006135869,,,,,,,,
596,Anarhichas lupus,-2.266277896,0.1546782964,0.1049453849,0.0002666804243,0.002541135321,0.1049383084,,,,,,,,
597,Atherina boyeri,-0.2119499255,0.09398753529,0.8125863471,0.005858671943,0.00720990694,0.812563667,,,,,,,,
598,Beryx decadactylus,-1.849019235,0.1290155387,0.1587068117,0.0004227606975,0.0026637842,0.1587029724,,,,,,,,
599,Caranx melampygus,-0.5891525613,0.1641617693,0.562323474,0.008637370253,0.01536014528,0.5622423984,,,,,,,,
600,Caranx sexfasciatus,-0.3336722915,0.2012805949,0.7309462491,0.02209031336,0.03022152914,0.7306253136,,,,,,,,
601,Chimaera monstrosa,-2.174479882,0.2012567531,0.1159927323,0.0005561443907,0.004794648591,0.1159685297,,,,,,,,
602,Chloroscombrus orqueta,-0.2679443888,0.537147577,0.8836620118,0.2611667887,0.2955505444,0.8734274043,,,,,,,,
603,Cynoscion arenarius,-0.2489894929,0.161334918,0.7898004068,0.01644961838,0.02082756382,0.7897215405,,,,,,,,
604,Dasyatis americana,-0.7261589657,0.4709271219,0.5404934347,0.0725329162,0.1341975897,0.5379939918,,,,,,,,
605,Decapterus macrosoma,0.2915380734,0.04387341542,1.339773422,0.003458467139,0.002581382107,1.339770608,,,,,,,,
606,Dussumieria acuta,-0.1197590866,0.1535016046,0.8976476,0.0192116302,0.02140219637,0.8975237385,,,,,,,,
607,Dussumieria elopsoides,-0.2643831483,0.2239668175,0.7871766619,0.03187496079,0.04049276653,0.7868963089,,,,,,,,
608,Engraulis mordax,-0.7950372481,0.06163842516,0.4524230433,0.0007791440696,0.001722158235,0.4524226511,,,,,,,,
609,Etrumeus whiteheadi,-0.8999276936,0.2882741444,0.4238495581,0.01556700909,0.03672767565,0.4228848968,,,,,,,,
610,Gadiculus argenteus,-0.103138319,0.1821265468,0.9170866856,0.02836546999,0.03092997689,0.9167679177,,,,,,,,
611,Gasterosteus aculeatus,-0.007202595335,0.09831220481,0.9976328556,0.009666223677,0.009689159316,0.9975826291,,,,,,,,
612,Hemiramphus balao,-0.2537204864,0.5218750732,0.8891016657,0.2474675313,0.2783343467,0.8791733062,,,,,,,,
613,Lethrinus atlanticus,-0.9684614383,0.4970339055,0.4295830952,0.05171480044,0.1203836953,0.4270248928,,,,,,,,
614,Lethrinus borbonicus,-0.4660308455,0.1664984072,0.6362460078,0.01137899504,0.0178845838,0.636112756,,,,,,,,
615,Lethrinus microdon,-0.9174690966,0.1612673149,0.4047581611,0.004316617408,0.01066468282,0.4047172513,,,,,,,,
616,Lethrinus xanthochilus,-1.17089157,0.144720381,0.3133546774,0.002078201362,0.006632105763,0.3133221436,,,,,,,,
617,Lophius gastrophysus,-0.9766336333,0.4914946644,0.4249217984,0.04933631345,0.1161068075,0.4235586181,,,,,,,,
618,Muraena helena,-1.681837858,0.1899325678,0.1894176965,0.001317944074,0.006957871933,0.1893712809,,,,,,,,
619,Mycteroperca phenax,-1.553175265,0.1940361892,0.2155957303,0.001783392921,0.008271930612,0.2155466427,,,,,,,,
620,Pellona ditchela,-0.2761781137,0.1187294793,0.7640440999,0.008287406321,0.01084676437,0.7639885775,,,,,,,,
621,Petromyzon marinus,-1.269674564,0.2741526851,0.2916809483,0.006640856123,0.02276753474,0.2914015938,,,,,,,,
622,Ruvettus pretiosus,-1.182374447,0.7812819229,0.4159568603,0.1455393906,0.3498905883,0.3998980185,,,,,,,,
623,Sardinella lemuru,0.1775878437,0.0647041385,1.196835699,0.006009559221,0.005021206525,1.19682865,,,,,,,,
624,Sardinella longiceps,0.06459183277,0.06813886166,1.069202758,0.005320083794,0.004975748288,1.0691937,,,,,,,,
625,Scomberoides commersonnianus,-0.2299872889,0.5230710312,0.9110243647,0.2611844362,0.2866931406,0.9016706161,,,,,,,,
626,Selene peruviana,-0.253298328,0.5065105979,0.8824776334,0.2277637738,0.2580958034,0.8741600651,,,,,,,,
627,Stereolepis gigas,-1.690096809,0.9072588416,0.2784442256,0.09905319948,0.3557380271,0.2632824049,,,,,,,,
628,Stromateus fiatola,-0.4546825559,0.7468547094,0.8387969824,0.5254417093,0.6264229847,0.8043932948,,,,,,,,
629,Tetrapturus angustirostris,-1.028929099,0.7939472136,0.48980251,0.2107031482,0.430179805,0.4723564938,,,,,,,,
630,Tetrapturus belone,-1.028929099,0.7939472136,0.48980251,0.2107031482,0.430179805,0.4723564938,,,,,,,,
631,Trachinotus mookalee,-0.3041359131,0.5160472719,0.8428354635,0.2167576706,0.2571767326,0.8362313573,,,,,,,,
632,Trachinus draco,-0.9013564802,0.9376625553,0.6301792688,0.5595497806,0.8879215937,0.5854354543,,,,,,,,
633,Trichiurus lepturus,-0.5401712548,0.046548025,0.5832800222,0.000737950622,0.001265173834,0.5832786823,,,,,,,,
634,Uranoscopus scaber,-0.4492157286,0.1431031153,0.6446959441,0.00859928794,0.0133385172,0.6446728783,,,,,,,,
635,Zeus faber,-1.550416506,0.1154324329,0.2135777845,0.0006118774894,0.002864892951,0.2135712682,,,,,,,,
636,Psettichthys melanostictus,-1.471066487,0.7577456669,0.3060590447,0.07265878092,0.2374011883,0.2994496786,,,,,,,,
637,Normanichthys crockeri,-1.345530667,1.065708093,0.4594781927,0.4461935217,0.971087483,0.4149820705,,,,,,,,
638,Sphyraena obtusata,-0.3927451703,0.1325385832,0.6811573568,0.008222419803,0.01207124862,0.6811128883,,,,,,,,
639,Umbrina canariensis,-1.003442071,0.2556737413,0.3787959761,0.009692928302,0.02558878371,0.378508375,,,,,,,,
640,Dentex congoensis,-0.6058500126,0.1673795002,0.5533071183,0.008698308885,0.01572058012,0.5532107543,,,,,,,,
641,Callorhinchus milii,-2.177463213,0.1425034246,0.114485214,0.000268884968,0.002348643625,0.1144767806,,,,,,,,
642,Sphyraena jello,-0.5273649411,0.1585292376,0.5976205958,0.009089469219,0.015209431,0.5975809083,,,,,,,,
643,Epinephelus merra,-0.8542227645,0.1652549248,0.4314653084,0.005153997422,0.01194533447,0.4314092515,,,,,,,,
644,Elops lacerta,-0.681454641,0.5655887699,0.5936239074,0.1328427454,0.2237826742,0.5863865848,,,,,,,,
